loc_rowid,toi,tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
1975,2697.01,139445453,PC,2459199.8671150,4.3169755,4.5230000,4670.0000000,10.9284000,13.1506000,911.8100000,5683.0000000,4.0300000,1.6100000
1976,2698.01,100683605,PC,2459223.8473440,3.2705630,1.6820000,9670.0000000,,13.3713000,440.3580000,5219.5000000,,
1977,2699.01,77958378,PC,2459198.3369390,5.8259928,2.4420000,12800.0000000,14.0157000,13.0583000,511.6590000,4964.0000000,4.1900000,1.2000000
1978,270.01,259377017,CP,2459198.9614540,5.6605693,1.6631704,3856.1060852,2.4070872,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580
1979,270.02,259377017,CP,2458389.6793360,11.3795653,2.2350305,3147.0461739,2.2539464,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580
1980,270.03,259377017,CP,2458383.7332140,3.3601377,1.4132450,972.9589363,1.1843718,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580
1981,2700.01,56096837,PC,2459196.5702960,4.6636858,2.6040000,11110.0000000,12.5117000,12.0698000,404.6620000,5720.0000000,4.3200000,1.1600000
1982,2701.01,44791617,PC,2459166.3588060,2.1694660,1.6530000,1780.0000000,5.8120500,12.5257000,600.0100000,5823.0000000,4.2000000,1.3500000
1983,2702.01,43604949,PC,2459196.4295160,1.9422802,2.7680000,8140.0000000,15.1178000,13.0115000,1115.1600000,6950.0000000,4.2100000,1.6000000
1984,2703.01,43475220,PC,2459193.2354380,6.1735306,3.1630000,12950.0000000,11.2676000,13.3652000,558.9070000,5435.0000000,4.4500000,0.9600000
1985,2704.01,32677675,PC,2459225.7574560,3.6364993,3.5090000,16700.0000000,16.4306000,12.7063000,718.4930000,6552.0000000,4.3900000,1.2300000
1986,2705.01,169448771,PC,2459165.5988240,18.0106520,4.9520000,4580.0000000,12.5654000,12.6139000,759.3410000,5740.0000000,3.9100000,1.8500000
1987,2706.01,457202957,PC,2458461.8853770,1.8851834,1.4280000,5450.0000000,17.0369000,13.4046000,780.0280000,5807.0000000,4.2600000,1.2500000
1988,2707.01,455036659,KP,2459194.0679140,4.0072320,4.7800000,10360.0000000,18.1614000,12.1569000,651.8970000,6202.0000000,4.0300000,1.7500000
1989,2708.01,452810327,FP,2459197.3571110,2.3540172,2.3600000,6660.0000000,14.4919000,12.5398000,825.0040000,6114.0000000,4.0200000,1.7400000
1990,2709.01,452810326,PC,2459197.3563210,2.3540163,2.4160000,10020.0000000,15.1575000,13.0639000,892.4180000,6124.0000000,4.1600000,1.4800000
1991,271.01,259511357,APC,2458382.2310380,2.4759733,1.0466923,386.7493472,2.8062638,8.4332000,100.2450000,6025.0000000,4.3313500,1.3301200
1992,2710.01,408231638,PC,2459196.3180360,10.7448417,3.2980000,38070.0000000,11.9772000,13.3942000,278.4020000,4701.0000000,4.7200000,0.6300000
1993,2711.01,396896334,PC,2459190.7005630,5.7604868,3.0800000,14580.0000000,14.0917000,13.0719000,470.2970000,5530.3000000,4.3300000,1.1200000
1994,2712.01,362026280,PC,2459195.8319170,3.0784790,2.4240000,5780.0000000,,13.0933000,598.3880000,5140.1000000,,
1995,2713.01,332660287,PC,2459197.3264710,1.2434016,0.9390000,4070.0000000,5.6630900,12.4830000,246.5680000,4967.0000000,4.6000000,0.7500000
1996,2714.01,332534326,PC,2459168.9487980,2.4993895,2.9900000,10610.0000000,12.9239000,12.7979000,597.8730000,5737.0000000,4.2800000,1.2100000
1997,2715.01,311239796,PC,2459515.1261710,4.9640641,4.9080000,4910.0000000,13.6926000,13.0115000,981.4070000,6323.0000000,3.9500000,1.9500000
1998,2716.01,284859630,PC,2459194.2548250,7.5420435,3.8540000,7720.0000000,9.5515900,12.3425000,447.2360000,5949.0000000,4.4200000,1.0700000
1999,2717.01,269077474,FP,2459197.1928830,1.3164901,1.3890000,3580.0000000,11.2218000,12.8212000,1017.7700000,6341.0000000,4.0400000,1.7800000
2000,2718.01,248655096,PC,2459196.5645540,2.7625084,2.0370000,16160.0000000,10.8143000,13.5252000,373.3630000,4694.0000000,4.4800000,0.8300000
2001,2719.01,176314383,PC,2459197.6368180,3.3759446,3.5380000,1270.0000000,6.0354800,12.0676000,588.3680000,5701.0000000,3.9900000,1.6900000
2002,272.01,268766053,KP,2459140.8757010,3.3098458,2.2676536,19158.8321817,12.4316228,11.7617000,201.3380000,4953.0000000,4.5565300,0.8586190
2003,2720.01,169448297,PC,2459199.6970820,2.1473577,2.7060000,2300.0000000,10.0889000,12.4742000,850.4370000,5834.0000000,3.8100000,2.1200000
2004,2721.01,167714124,PC,2459222.3217060,4.1627330,3.3190000,12870.0000000,11.1057000,12.8482000,497.3760000,5744.2000000,,0.9700000
2005,2722.01,153725446,PC,2459199.4961710,0.7085480,0.8450000,800.0000000,4.6669400,11.1522000,349.9790000,5678.0000000,4.0800000,1.5200000
2006,2723.01,152477897,PC,2459165.3762980,3.3843865,3.8450000,10730.0000000,16.2240000,13.3164000,1001.2900000,5848.0000000,4.1000000,1.5200000
2007,2724.01,119290630,PC,2459227.3374010,1.4875055,1.8740000,44400.0000000,18.3083000,13.1901000,396.6780000,5142.0000000,4.5400000,0.8300000
2008,2725.01,100780304,PC,2459227.2955880,0.1846924,0.3860000,1390.0000000,4.1064500,12.0580000,341.3710000,5958.8000000,4.5700000,0.9000000
2009,2726.01,100589633,PC,2459221.1018930,3.9471513,1.9930000,16080.0000000,18.7538000,13.4034000,1065.5800000,6351.0000000,4.2600000,1.3700000
2010,2727.01,51830822,PC,2459227.4306020,0.6711626,1.1680000,2330.0000000,12.2430000,13.0537000,1248.0700000,5632.0000000,3.6700000,2.4300000
2011,2728.01,42763678,PC,2459227.2922190,1.7246234,1.9790000,11820.0000000,15.5191000,12.7993000,635.0530000,5776.0000000,4.1800000,1.3700000
2012,2729.01,39724477,PC,2459211.8955050,4.0350169,2.1080000,25420.0000000,12.5268000,12.2630000,245.9490000,5240.2000000,4.6400000,0.7500000
2013,273.01,279740441,FP,2458386.0950870,0.7418594,1.5026958,2983.6257317,6.0238347,11.4810000,106.1600000,4304.6000000,4.5700000,0.6617400
2014,2730.01,37240067,PC,2459212.9522340,2.5082498,1.3930000,16210.0000000,20.6073000,13.4848000,964.3270000,5909.0000000,4.1100000,1.5100000
2015,2731.01,34729329,PC,2459227.2259760,0.9953936,2.2380000,280.0000000,1.3532100,9.9202900,107.9260000,5697.0000000,4.6000000,0.8400000
2016,2732.01,34466256,PC,2459198.6022750,0.7029205,1.3250000,2480.0000000,7.5155900,12.0195000,675.1120000,6699.0000000,4.1800000,1.6000000
2017,2733.01,34266522,PC,2459222.2953820,3.7170532,3.7510000,7220.0000000,15.9990000,13.2843000,1080.6500000,6065.0000000,3.9400000,1.9000000
2018,2734.01,21505121,PC,2459219.3065200,4.5879078,3.4640000,2040.0000000,5.5949100,12.6746000,590.4010000,5785.0000000,4.2600000,1.2500000
2019,2735.01,20069685,PC,2459226.4374600,1.9663653,1.6370000,29670.0000000,13.2267000,12.9500000,262.9700000,4687.0000000,4.5800000,0.7400000
2020,2736.01,91869778,PC,2459546.8011500,3.4771921,2.0020000,3250.0000000,11.1486000,10.9521000,493.2100000,6539.0000000,3.9900000,1.9400000
2021,2737.01,445946478,PC,2459549.8132770,3.3328544,6.4880000,2300.0000000,13.2674000,12.5745000,1368.6900000,6272.0000000,3.6000000,2.9100000
2022,2738.01,445145355,PC,2458487.0279450,1.5174038,1.6350000,14220.0000000,,13.5607000,,,,
2023,2739.01,319473643,PC,2459225.8778060,3.1474843,0.9130000,5640.0000000,12.7493000,11.9013000,188.1510000,5102.2000000,4.6800000,0.7000000
2024,274.01,281979481,FP,2459362.1572410,0.5417947,1.1716379,537.9244902,2.8738733,10.4929000,113.3780000,5181.0000000,4.5463100,0.8072980
2025,2740.01,301281965,PC,2459212.4629340,0.5348968,0.5040000,6240.0000000,5.9905900,13.2633000,314.7820000,5414.2000000,4.8800000,0.5800000
2026,2741.01,283303192,PC,2459210.2467810,2.9884191,3.5750000,12890.0000000,16.3009000,11.7299000,518.6300000,6636.0000000,4.2900000,1.4000000
2027,2742.01,282102605,PC,2458489.7378490,1.2541679,2.2940000,11170.0000000,,13.5917000,,4882.0000000,,
2028,2743.01,280212554,FP,2459212.0452650,1.1472535,1.7890000,4090.0000000,17.2280000,13.3574000,2363.7800000,9742.0000000,4.0100000,2.5900000
2029,2744.01,279989567,PC,2459226.1885200,0.7871770,1.5150000,1350.0000000,,11.4746000,,4899.5000000,,
2030,2745.01,237770757,PC,2459211.9455540,1.7932884,3.2990000,16170.0000000,22.7665000,11.9685000,744.1840000,7122.0000000,,1.7400000
2031,2746.01,237736186,PC,2459209.3923840,4.9208778,3.8880000,5680.0000000,12.4437000,11.9063000,1006.8500000,9668.0000000,4.3900000,1.6500000
2032,2747.01,237632488,APC,2459212.7815960,0.5209929,1.1010000,8570.0000000,18.4513000,12.8494000,995.1500000,6116.2000000,3.8900000,2.0100000
2033,2748.01,237552878,PC,2459205.6624350,4.7838171,2.0350000,10210.0000000,11.5710000,12.8401000,539.1610000,5688.0000000,4.3600000,1.1000000
2034,2749.01,235448190,PC,2459225.8350750,6.9724832,5.1560000,4110.0000000,18.9679000,11.3789000,847.9990000,7616.0000000,4.0200000,2.1600000
2035,275.01,373844472,APC,2459169.2954190,0.9195603,1.2660000,4490.0000000,9.8740300,11.0611000,144.8660000,5616.0000000,4.3762000,0.8200000
2036,2750.01,235300016,PC,2459223.2510210,6.8204309,3.7230000,12560.0000000,,11.8145000,,,,
2037,2751.01,231157209,PC,2459219.0860640,7.4710819,2.5110000,24880.0000000,12.8097000,13.4603000,451.1870000,5262.0000000,4.5700000,0.8100000
2038,2752.01,170367033,PC,2459248.9580260,4.9197461,3.0230000,10380.0000000,12.6447000,13.1606000,703.3700000,5822.0000000,4.3000000,1.2100000
2039,2753.01,168191686,PC,2459224.2446490,1.6281719,2.1280000,12020.0000000,15.3377000,13.4585000,890.7990000,6020.0000000,4.2200000,1.3500000
2040,2754.01,148233571,FP,2459226.3760600,0.9422588,1.4600000,1060.0000000,3.7501500,12.2082000,361.8110000,5544.7000000,4.3700000,1.0700000
2041,2755.01,148004811,PC,2459225.4365140,3.3187528,1.9600000,6490.0000000,9.7718400,13.2899000,703.2950000,5709.0000000,4.2800000,1.2100000
2042,2756.01,147437399,PC,2459224.7542250,1.5622382,1.6760000,3230.0000000,18.0467000,12.2592000,768.8970000,4801.0000000,,3.0800000
2043,2757.01,147125706,PC,2459221.4380700,3.4813976,2.6940000,21800.0000000,20.9129000,12.6603000,792.9790000,6704.0000000,4.3000000,1.4000000
2044,2758.01,147034452,PC,2459222.9216390,4.5302876,2.7130000,22840.0000000,12.3919000,13.1915000,314.0620000,4693.0000000,4.5000000,0.8100000
2045,2759.01,134315574,PC,2459225.7282600,1.5971584,3.4290000,5070.0000000,17.7465000,13.2050000,1269.0300000,6033.0000000,3.8600000,2.0600000
2046,276.01,382188882,FP,2458387.7598680,4.8005230,2.0585260,5388.9118540,14.9522580,10.6559000,352.3830000,6366.0000000,4.1621700,1.5475300
2047,2760.01,130611752,PC,2459227.3998220,0.4405893,1.0750000,1850.0000000,6.7494900,12.8004000,684.3860000,5643.0000000,4.1000000,1.4800000
2048,2761.01,96736412,PC,2459219.3982020,6.1214801,3.8610000,17560.0000000,17.6327000,13.2221000,848.0530000,6356.0000000,4.3500000,1.2400000
2049,2762.01,79431527,APC,2459220.6614250,3.9072351,3.3660000,14650.0000000,13.9055000,12.4325000,522.7890000,6294.0000000,4.4200000,1.1300000
2050,2763.01,78441371,PC,2459221.1561050,3.9980153,3.7930000,5420.0000000,,11.9960000,580.4710000,,,
2051,2764.01,53122063,PC,2459224.7208400,2.2767340,1.8320000,3620.0000000,10.8605000,12.6918000,901.0720000,6494.0000000,4.0600000,1.7800000
2052,2765.01,52976395,PC,2459226.6893110,1.0191022,1.2280000,2230.0000000,7.1030900,12.1304000,710.3450000,6865.0000000,4.2400000,1.5300000
2053,2766.01,284288093,APC,2459301.3690400,7.2748135,3.7790000,15010.0000000,17.4324000,11.7351000,453.4290000,6792.7000000,4.2400000,1.4000000
2054,2767.01,48806546,PC,2459227.2477590,0.9340570,1.3180000,620.0000000,13.4544000,11.1649000,877.9550000,5023.0000000,,5.1900000
2055,2768.01,443556801,PC,2459225.6466340,1.5080197,1.0320000,1790.0000000,3.0128700,11.3676000,78.4525000,4008.0000000,4.6000000,0.6600000
2056,2769.01,443534757,PC,2459224.4515670,3.0885800,2.2140000,17060.0000000,,13.4832000,,5381.0000000,,
2057,277.01,439456714,PC,2458385.0363120,3.9934418,1.9693065,5801.8957159,4.2556645,11.7315000,64.6692000,3748.0000000,4.7573000,0.5231130
2058,2770.01,438057373,PC,2459541.3175000,4.5697688,3.3690000,9780.0000000,17.1535000,13.2389000,731.0740000,4976.0000000,,1.7000000
2059,2771.01,437893926,PC,2459548.1853460,3.8454384,4.7360000,4590.0000000,13.6848000,12.4432000,985.0740000,6733.4000000,3.9800000,2.0200000
2060,2772.01,435934762,PC,2459199.3043300,2.8504334,3.7680000,23800.0000000,,12.8662000,1301.5700000,6293.8000000,,
2061,2773.01,420962989,PC,2459199.8586780,0.5993364,1.0240000,2180.0000000,14.3367000,12.9930000,1695.3200000,6232.0000000,3.6200000,2.8100000
2062,2774.01,388934707,PC,2459192.0722760,4.4430866,1.7870000,8800.0000000,21.1475000,12.6270000,547.7900000,4926.5000000,,1.5400000
2063,2775.01,36574157,FP,2459210.6301350,3.7804749,3.6150000,22150.0000000,17.9247000,12.9127000,334.9700000,5112.0000000,4.5600000,0.8100000
2064,2776.01,35636165,PC,2459224.3838120,3.4590552,3.0010000,8820.0000000,17.1001000,13.3684000,1444.6500000,7911.0000000,4.1900000,1.8300000
2065,2777.01,35483319,PC,2459225.1723000,1.9297769,1.7010000,4540.0000000,7.5822900,13.3742000,,4856.0000000,,1.1400000
2066,2778.01,332860211,PC,2459198.5367370,4.4445101,2.7370000,16730.0000000,14.6892000,12.3409000,386.7370000,6288.0000000,4.4200000,1.1400000
2067,2779.01,319735319,PC,2459224.2259030,2.9038027,3.5110000,5860.0000000,13.4427000,12.4889000,736.6020000,6570.0000000,4.2100000,1.5100000
2068,278.01,244161191,,2458381.7755260,0.2987310,0.6216205,6605.1029307,2.5268622,13.1672000,44.3970000,2955.0000000,5.1352700,0.3006390
2069,2780.01,317546777,PC,2459217.9238670,4.9062135,1.6710000,7400.0000000,17.7815000,12.8475000,1353.9700000,7169.0000000,4.0800000,1.9200000
2070,2781.01,317417916,PC,2459226.4280520,2.7636665,1.2790000,6370.0000000,5.9420800,12.9395000,,3868.0000000,4.5700000,0.7000000
2071,2782.01,306903715,PC,2459221.6639460,4.8682357,4.4110000,34450.0000000,,13.3612000,851.1380000,5250.0000000,,
2072,2783.01,302976834,PC,2459547.6747080,2.3044132,3.1020000,20290.0000000,22.8234000,12.3730000,517.4220000,,,1.5500000
2073,2784.01,302766000,PC,2458489.6617340,0.2571432,0.3620000,1940.0000000,7.2094800,12.4280000,392.4000000,5784.0000000,4.3800000,1.0900000
2074,2785.01,300204369,PC,2459221.3480580,11.5054399,2.4590000,15910.0000000,,13.0990000,,5251.2000000,,
2075,2786.01,281987399,PC,2459219.9951870,3.7576217,4.4830000,7680.0000000,16.0563000,13.3318000,716.8890000,5605.0000000,3.8800000,1.8900000
2076,2787.01,270677031,PC,2459225.3985490,4.3217742,5.4120000,2490.0000000,12.7319000,13.4250000,1272.5300000,5139.0000000,,2.5000000
2077,2788.01,255756918,PC,2459251.6460670,4.0646554,2.8130000,7700.0000000,8.3057700,13.4177000,587.3950000,5647.0000000,4.5000000,0.9300000
2078,2789.01,251209368,PC,2459209.0222230,3.0071496,4.4610000,3310.0000000,8.0559800,13.0632000,766.0710000,5906.0000000,4.1400000,1.4500000
2079,279.01,122613513,PC,2459168.4297620,11.4707838,3.6980000,1575.0000000,1.8659900,10.5012000,74.3761000,4140.0000000,4.4633200,0.7300000
2080,2790.01,247518629,PC,2459547.2100840,2.3341583,3.5530000,10070.0000000,20.0937000,12.2730000,832.5810000,6901.0000000,4.0400000,1.9300000
2081,2791.01,237406657,PC,2458515.6181180,3.7482756,4.9890000,5010.0000000,14.0065000,12.7587000,1148.8000000,6425.0000000,3.9400000,2.0200000
2082,2792.01,237362186,PC,2459213.9988620,7.1185659,1.7340000,3920.0000000,12.5411000,12.3337000,777.6730000,5945.0000000,3.9200000,1.9000000
2083,2793.01,235077268,PC,2459227.0716770,0.3559702,0.5230000,2320.0000000,6.2334700,13.2886000,618.2740000,5562.0000000,4.3600000,1.0800000
2084,2794.01,232139628,PC,2459222.3297580,4.7654865,4.4300000,6120.0000000,14.4410000,13.0577000,809.1800000,6151.0000000,3.9700000,1.8500000
2085,2795.01,232052748,PC,2459225.0092110,3.6337247,1.7630000,15330.0000000,11.4562000,13.4809000,517.4650000,5325.0000000,4.5100000,0.8800000
2086,2796.01,220076110,PC,2459189.9779400,4.8084980,1.4050000,11010.0000000,15.0839000,11.9160000,350.3430000,5449.5000000,4.1300000,1.3800000
2087,2797.01,206897186,PC,2459225.1279620,4.2380604,3.3850000,13070.0000000,13.0206000,13.1940000,642.9110000,5798.0000000,4.3500000,1.1300000
2088,2798.01,160347548,PC,2459221.1678530,3.9944740,4.4360000,14090.0000000,18.9963000,12.8054000,836.5010000,5931.0000000,4.0600000,1.6100000
2089,2799.01,156887426,PC,2459227.3284180,1.4367914,2.1780000,23180.0000000,16.9266000,13.1811000,651.9790000,5873.0000000,4.4000000,1.0700000
2090,280.01,42054565,PC,2458383.4886090,10.1843061,1.7293131,839.9896915,2.4497061,9.9955000,99.6600000,5454.0000000,4.5910400,0.7826810
2091,2800.01,147804034,PC,2459218.1779750,7.7538288,3.4540000,6560.0000000,9.7807000,12.1800000,386.7100000,5504.0000000,,1.1700000
2092,2801.01,140287227,PC,2459221.4261390,5.4139736,2.9520000,8400.0000000,15.5249000,13.4242000,,5425.0000000,,1.7100000
2093,2802.01,139444326,PC,2459195.4054410,3.5266608,2.1050000,1320.0000000,5.7947900,11.5260000,441.9890000,5668.0000000,4.3500000,1.5800000
2094,2803.01,124379043,PC,2459227.3086650,1.9622920,2.9350000,20910.0000000,17.4523000,12.0753000,494.8180000,6384.0000000,4.4100000,1.1600000
2095,2804.01,44764338,PC,2459304.3022350,4.8033954,0.5620000,780.0000000,5.4472600,8.9118000,129.5250000,5913.9000000,4.1200000,1.5100000
2096,2805.01,5024743,FP,2459293.0069400,12.4508561,5.7310000,1540.0000000,13.0431000,10.1015000,571.2040000,8469.0000000,3.9600000,2.5100000
2097,2806.01,193220940,PC,2459298.6192790,11.4045112,3.9470000,760.0000000,4.0961000,10.0524000,240.3590000,6334.6000000,4.2000000,1.4700000
2098,2807.01,11936042,PC,2459298.4846260,3.9919239,2.7680000,450.0000000,2.4317000,9.6854000,130.4090000,5645.0000000,4.3200000,1.1400000
2099,2808.01,192988021,PC,2459301.1014920,9.4453792,2.5400000,770.0000000,1.8354000,9.9139000,64.4886000,4853.0000000,4.6900000,0.6600000
2100,2809.01,45655786,PC,2459299.7634400,3.1661578,2.4040000,4470.0000000,9.7965100,10.9095000,308.0130000,6225.0000000,,1.3400000
2101,281.01,38696105,PC,2459385.6579500,5.5765284,2.2800000,570.0000000,4.2832500,10.5041000,283.8560000,6002.1800000,4.1235400,1.5200000
2102,2810.01,80682484,PC,2459318.3850520,8.4035402,3.8930000,390.0000000,2.1046700,9.0397000,99.5473000,5910.0000000,4.4200000,1.0500000
2103,2811.01,78775584,FP,2459302.1602590,5.5553784,2.2560000,1050.0000000,13.2411000,10.7217000,940.0020000,8058.0000000,3.5700000,3.7900000
2104,2812.01,105801221,FP,2459302.0655550,3.0750728,2.2190000,510.0000000,3.6281800,9.6913000,241.5820000,6888.0000000,4.2500000,1.5200000
2105,2813.01,133427311,PC,2459252.9935040,4.5654898,1.8830000,7900.0000000,12.6651000,12.4783000,854.2360000,9162.0000000,4.5100000,1.4000000
2106,2814.01,268187322,PC,2459252.6514470,5.4791626,4.6270000,9900.0000000,15.4938000,11.1664000,427.3120000,6332.7000000,4.2000000,1.5300000
2107,2815.01,306663205,PC,2459220.9378940,3.4044402,1.8950000,7190.0000000,15.4118000,13.2181000,1028.7600000,6097.0000000,4.0100000,1.7500000
2108,2816.01,131581522,PC,2459251.4781310,3.0591680,4.9920000,7610.0000000,13.5040000,13.2864000,494.9850000,5657.0000000,4.3700000,1.0800000
2109,2817.01,285526706,PC,2459247.2989360,6.2804387,3.2630000,10240.0000000,9.9678800,12.1234000,331.1600000,5900.0000000,4.4800000,0.9800000
2110,2818.01,151483286,PC,2459245.6320190,4.0397189,3.6550000,15110.0000000,14.2282000,11.3944000,312.6740000,5758.5000000,4.2700000,1.1400000
2111,2819.01,387275908,APC,2459222.5166700,4.3905548,2.0730000,8000.0000000,20.0458000,11.6805000,655.5230000,5796.0000000,4.1200000,1.9700000
2112,282.01,29781292,PC,2458337.2164270,56.0065499,9.3931932,778.3182801,4.3511466,8.9387000,139.6110000,6321.0000000,4.2243600,1.4118900
2113,282.02,29781292,FA,2459044.8259300,31.3231200,1.5410000,385.0000000,2.0098700,8.9387000,139.6110000,6321.0000000,4.2243600,1.4100000
2114,282.03,29781292,PC,2458355.6567670,84.2590926,10.0064967,434.5193723,3.0016732,8.9387000,139.6110000,6321.0000000,4.2243600,1.4118900
2115,282.04,29781292,PC,2458344.8113970,22.8910865,2.6252134,255.1626129,2.5368596,8.9387000,139.6110000,6321.0000000,4.2243600,1.4118900
2116,2820.01,130948731,PC,2459249.9250060,13.3444340,3.0050000,24110.0000000,11.6444000,13.2795000,374.4170000,5448.0000000,4.7000000,0.7200000
2117,2821.01,281489322,PC,2459251.9440790,0.2856701,0.2970000,1990.0000000,13.6948000,12.9152000,907.8940000,5606.0000000,3.8100000,2.0400000
2118,2822.01,130349701,PC,2459248.4451260,2.8798613,4.1110000,4820.0000000,11.5292000,12.8504000,898.7970000,6086.0000000,4.0400000,1.6900000
2119,2823.01,271035369,PC,2459244.2374380,4.7962078,3.3280000,21130.0000000,,12.1195000,1106.4900000,8083.5000000,,
2120,2824.01,128135100,PC,2459252.4152640,2.2087864,4.0450000,4710.0000000,13.7924000,13.0931000,732.6340000,5827.0000000,4.2300000,1.3000000
